name,year,miles,color,condition,price
Chrysler 200,2015,"110,746 miles","Black exterior, Black interior","No accidents reported, 3 Owners","$9,495"
Chrysler 200,2015,"110,746 miles","Black exterior, Black interior","No accidents reported, 3 Owners","$9,495"
Chrysler 200,2015,"57,578 miles","White exterior, Black interior","No accidents reported, 1 Owner","$14,998"
Chrysler 300,2021,"63,819 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$20,599"
Chrysler 300,2021,"61,474 miles","White exterior, Black interior","No accidents reported, 1 Owner","$22,621"
Chrysler 300,2017,"89,970 miles","White exterior, Beige interior","1 accident reported, 3 Owners","$13,999"
Chrysler 300,2016,"163,262 miles","Black exterior, Beige interior","No accidents reported, 2 Owners","$11,997"
Chrysler 300,2013,"96,026 miles","White exterior, Black interior","No accidents reported, 1 Owner","$12,996"
Chrysler Pacifica,2018,"73,428 miles","White exterior, Black interior","No accidents reported, 2 Owners","$19,998"
Chrysler Pacifica,2018,"73,428 miles","White exterior, Black interior","No accidents reported, 2 Owners","$19,998"
Chrysler Pacifica,2020,"64,659 miles","White exterior, Black interior","No accidents reported, 1 Owner","$25,998"
Chrysler Pacifica,2022,"33,066 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$29,998"
Chrysler Pacifica,2018,"84,586 miles","White exterior, Black interior","No accidents reported, 1 Owner","$21,998"
Chrysler Pacifica,2022,"39,767 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$27,998"
Chrysler Pacifica,2022,"23,813 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$31,998"
Chrysler Town & Country,2016,"51,756 miles","Silver exterior, Black interior","2 accidents reported, 2 Owners","$18,998"
Chrysler Town & Country,2014,"146,896 miles","Gray exterior, Black interior","No accidents reported, 5 Owners","$5,495"
Chrysler Town & Country,2014,"146,896 miles","Gray exterior, Black interior","No accidents reported, 5 Owners","$5,495"
Chrysler Town & Country,2016,"108,178 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$11,998"
Dodge Challenger,2022,"27,530 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$26,700"
Dodge Challenger,2021,"25,643 miles","White exterior, Black interior","No accidents reported, 1 Owner","$21,959"
Dodge Challenger,2018,"49,734 miles","White exterior, Black interior","No accidents reported, 2 Owners","$22,998"
Dodge Challenger,2019,"64,587 miles","Gray exterior, Black interior","1 accident reported, 1 Owner","$21,449"
Dodge Challenger,2012,"112,067 miles","Black exterior, Gray interior","No accidents reported, 2 Owners","$16,750"
Dodge Challenger,2015,"26,780 miles","Black exterior, Black interior","1 accident reported, 2 Owners","$46,988"
Dodge Challenger,2012,"112,067 miles","Black exterior, Gray interior","No accidents reported, 2 Owners","$16,750"
Dodge Challenger,2019,"54,568 miles","White exterior, Black interior","No accidents reported, 1 Owner","$21,998"
Dodge Challenger,2015,"85,799 miles","Black exterior, Black interior","4 accidents reported, 3 Owners","$19,200"
Dodge Challenger,2015,"85,799 miles","Black exterior, Black interior","4 accidents reported, 3 Owners","$19,200"
Dodge Challenger,2020,"61,648 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$18,991"
Dodge Challenger,2016,"46,706 miles","White exterior, Black interior","No accidents reported, 3 Owners","$33,100"
Dodge Challenger,2014,"33,306 miles","Black exterior, Gray interior","No accidents reported, 2 Owners","$24,998"
Dodge Challenger,2020,"21,595 miles","Blue exterior, Black interior","1 accident reported, 1 Owner","$46,998"
Dodge Challenger,2013,"125,240 miles","Black exterior, Gray interior","1 accident reported, 2 Owners","$11,988"
Dodge Charger,2016,"120,296 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$20,998"
Dodge Charger,2019,"42,526 miles","White exterior, Black interior","No accidents reported, 1 Owner","$18,000"
Dodge Charger,2016,"120,296 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$20,998"
Dodge Charger,2016,"89,836 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$22,998"
Dodge Charger,2019,"42,531 miles","White exterior, Black interior","No accidents reported, 1 Owner","$18,700"
Dodge Charger,2019,"129,303 miles","White exterior, Black interior","No accidents reported, 2 Owners","$13,999"
Dodge Charger,2018,"105,394 miles","White exterior, Black interior","No accidents reported, 2 Owners","$18,998"
Dodge Charger,2013,"119,000 miles","Black exterior, Black interior","1 accident reported, 5 Owners","$8,988"
Dodge Charger,2020,"60,196 miles","White exterior, Black interior","No accidents reported, 1 Owner","$19,670"
Dodge Charger,2019,"71,018 miles","Black exterior, Black interior","No accidents reported, 3 Owners","$20,959"
Dodge Charger,2022,"20,507 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$24,988"
Dodge Charger,2019,"71,018 miles","Black exterior, Black interior","No accidents reported, 3 Owners","$20,959"
Dodge Charger,2022,"20,507 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$24,988"
Dodge Charger,2021,"53,353 miles","Gray exterior, Black interior","1 accident reported, 1 Owner","$19,999"
Dodge Charger,2021,"53,353 miles","Gray exterior, Black interior","1 accident reported, 1 Owner","$19,999"
Dodge Charger,2021,"25,327 miles","Gray exterior, Red interior","2 accidents reported, 1 Owner","$69,987"
Dodge Charger,2021,"41,440 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$27,888"
Dodge Charger,2021,"41,440 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$27,888"
Dodge Charger,2018,"111,955 miles","Black exterior, Black interior","1 accident reported, 3 Owners","$17,885"
Dodge Durango,2018,"82,734 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$42,998"
Dodge Durango,2014,"135,292 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$12,999"
Dodge Durango,2014,"135,292 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$12,999"
Dodge Grand Caravan,2019,"89,118 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$12,650"
Dodge Grand Caravan,2019,"54,821 miles","White exterior, Black interior","No accidents reported, 2 Owners","$20,998"
Dodge Grand Caravan,2017,"124,407 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$8,995"
Dodge Grand Caravan,2015,"152,597 miles","White exterior, Black interior","1 accident reported, 3 Owners","$5,999"
Dodge Grand Caravan,2019,"58,361 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$17,600"
Dodge Grand Caravan,2016,"146,703 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$6,988"
Dodge Journey,2018,"73,637 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$10,999"
Dodge Journey,2017,"94,402 miles","Blue exterior, Black interior","2 accidents reported, 1 Owner","$9,998"
Dodge Ram 1500,2006,"143,127 miles","Unknown exterior, Unknown interior","No accidents reported, 3 Owners","$9,895"
FIAT 124 Spider,2017,"48,992 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$16,200"
FIAT 500,2014,"82,005 miles","Silver exterior, Black interior","1 accident reported, 4 Owners","$6,995"
FIAT 500,2012,"106,892 miles","White exterior, Beige interior","2 accidents reported, 3 Owners","$6,495"
Ford Bronco,2022,"10,611 miles","Black exterior, Unknown interior","No accidents reported, 1 Owner","$46,997"
Ford Bronco,2022,"10,611 miles","Black exterior, Unknown interior","No accidents reported, 1 Owner","$46,997"
Ford Bronco,2022,"5,189 miles","Silver exterior, Beige interior","No accidents reported, 1 Owner","$57,444"
Ford Bronco,2022,"7,511 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$56,215"
Ford Bronco Sport,2022,"5,335 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$26,495"
Ford Bronco Sport,2022,"18,887 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$29,795"
Ford Bronco Sport,2021,"57,497 miles","Red exterior, Black interior","1 accident reported, 1 Owner","$25,998"
Ford Bronco Sport,2022,"10,843 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$27,095"
Ford Econoline Cargo Van,2011,"152,825 miles","White exterior, Unknown interior","No accidents reported, 2 Owners","$9,998"
Ford Econoline Cargo Van,2013,"307,292 miles","White exterior, Gray interior","2 accidents reported, 1 Owner","$8,995"
Ford Econoline Cargo Van,2013,"118,282 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$13,885"
Ford EcoSport,2018,"49,941 miles","Red exterior, Black interior","No accidents reported, 2 Owners","$13,977"
Ford Edge,2017,"89,932 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$13,998"
Ford Edge,2020,"9,494 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$26,795"
Ford Edge,2023,"4,706 miles","White exterior, Black interior","No accidents reported, 1 Owner","$34,770"
Ford Edge,2020,"23,841 miles","White exterior, Black interior","No accidents reported, 1 Owner","$27,995"
Ford Edge,2014,"90,710 miles","Red exterior, Unknown interior","No accidents reported, 2 Owners","$11,295"
Ford Edge,2013,"98,885 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$9,500"
Ford Edge,2022,"43,221 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$26,995"
Ford Edge,2012,"129,209 miles","Silver exterior, Black interior","No accidents reported, 4 Owners","$8,995"
Ford Edge,2012,"129,209 miles","Silver exterior, Black interior","No accidents reported, 4 Owners","$8,995"
Ford Edge,2017,"73,638 miles","White exterior, Beige interior","No accidents reported, 2 Owners","$16,998"
Ford Edge,2020,"51,820 miles","White exterior, Beige interior","No accidents reported, 2 Owners","$19,999"
Ford Escape,2020,"59,773 miles","Black exterior, Black interior","2 accidents reported, 1 Owner","$15,994"
Ford Escape,2022,"36,066 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$20,799"
Ford Escape,2020,"36,158 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$16,988"
Ford Escape,2021,"13,758 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$21,995"
Ford Escape,2016,"111,113 miles","Gray exterior, Gray interior","No accidents reported, 2 Owners","$9,995"
Ford Escape,2019,"10,838 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$20,445"
Ford Escape,2017,"114,000 miles","Gold exterior, Black interior","1 accident reported, 2 Owners","$8,490"
Ford Escape,2017,"76,901 miles","Black exterior, Black interior","2 accidents reported, 2 Owners","$13,499"
Ford Escape,2021,"34,484 miles","White exterior, Gray interior","No accidents reported, 2 Owners","$16,540"
Ford Escape,2014,"84,574 miles","Black exterior, Black interior","1 accident reported, 2 Owners","$13,795"
Ford Escape,2009,"96,991 miles","White exterior, Unknown interior","No accidents reported, 2 Owners","$7,900"
Ford Escape,2017,"76,901 miles","Black exterior, Black interior","2 accidents reported, 2 Owners","$13,499"
Ford Escape,2020,"63,973 miles","White exterior, Beige interior","No accidents reported, 2 Owners","$17,495"
Ford Escape,2010,"148,988 miles","White exterior, Gray interior","2 accidents reported, 4 Owners","$7,495"
Ford Escape,2018,"32,704 miles","White exterior, Black interior","No accidents reported, 2 Owners","$13,987"
Ford Escape,2017,"82,219 miles","White exterior, Black interior","No accidents reported, 1 Owner","$11,245"
Ford Escape,2019,"108,465 miles","White exterior, Gray interior","No accidents reported, 2 Owners","$11,995"
Ford Escape,2017,"82,219 miles","White exterior, Black interior","No accidents reported, 1 Owner","$11,245"
Ford Escape,2019,"108,465 miles","White exterior, Gray interior","No accidents reported, 2 Owners","$11,995"
Ford Escape,2013,"79,850 miles","White exterior, Black interior","No accidents reported, 4 Owners","$9,500"
Ford Escape,2021,"23,155 miles","White exterior, Black interior","No accidents reported, 1 Owner","$23,998"
Ford Escape,2020,"12,789 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$22,998"
Ford Escape,2018,"74,038 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$15,998"
Ford Escape,2020,"33,103 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$19,998"
Ford Escape,2020,"14,991 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$21,998"
Ford Escape,2017,"66,095 miles","White exterior, Black interior","No accidents reported, 2 Owners","$13,009"
Ford Escape,2017,"104,814 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$9,950"
Ford Escape,2020,"35,626 miles","White exterior, Unknown interior","1 accident reported, 1 Owner","$22,998"
Ford Escape,2019,"69,418 miles","White exterior, Gray interior","1 accident reported, 1 Owner","$14,900"
Ford Escape,2020,"58,381 miles","White exterior, Gray interior","No accidents reported, 2 Owners","$19,998"
Ford Escape,2019,"76,075 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$13,995"
Ford Escape,2017,"66,095 miles","White exterior, Black interior","No accidents reported, 2 Owners","$13,009"
Ford Escape,2017,"104,814 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$9,950"
Ford Escape,2020,"21,420 miles","Gray exterior, Beige interior","No accidents reported, 1 Owner","$21,998"
Ford Escape,2020,"27,318 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$20,998"
Ford Escape,2019,"76,075 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$13,995"
Ford Escape,2022,"26,521 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$28,468"
Ford Escape,2013,"98,601 miles","Silver exterior, Unknown interior","2 accidents reported, 3 Owners","$8,995"
Ford Expedition,2020,"88,416 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$33,998"
Ford Expedition,2020,"6,530 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$50,197"
Ford Expedition,2020,"41,792 miles","White exterior, Black interior","No accidents reported, 2 Owners","$47,495"
Ford Explorer,2017,"115,951 miles","White exterior, Beige interior","No accidents reported, 2 Owners","$15,998"
Ford Explorer,2022,"10,608 miles","White exterior, Black interior","No accidents reported, 1 Owner","$45,828"
Ford Explorer,2020,"31,907 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$39,998"
Ford Explorer,2022,"10,608 miles","White exterior, Black interior","No accidents reported, 1 Owner","$45,828"
Ford Explorer,2018,"47,760 miles","White exterior, Black interior","No accidents reported, 2 Owners","$22,333"
Ford Explorer,2022,"28,520 miles","White exterior, Black interior","No accidents reported, 1 Owner","$26,800"
Ford Explorer,2020,"44,609 miles","Black exterior, Black interior","1 accident reported, 2 Owners","$24,595"
Ford Explorer,2022,"28,520 miles","White exterior, Black interior","No accidents reported, 1 Owner","$26,800"
Ford Explorer,2020,"44,609 miles","Black exterior, Black interior","1 accident reported, 2 Owners","$24,595"
Ford Explorer,2021,"42,808 miles","White exterior, Black interior","No accidents reported, 1 Owner","$36,500"
Ford Explorer,2021,"9,876 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$31,486"
Ford Explorer,2021,"17,691 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$31,998"
Ford Explorer,2021,"42,808 miles","White exterior, Black interior","No accidents reported, 1 Owner","$36,500"
Ford Explorer,2021,"9,876 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$31,486"
Ford Explorer,2021,"20,357 miles","Silver exterior, Unknown interior","No accidents reported, 1 Owner","$31,998"
Ford Explorer,2016,"72,635 miles","Silver exterior, Beige interior","No accidents reported, 1 Owner","$18,998"
Ford Explorer,2021,"19,369 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$32,998"
Ford Explorer,2021,"17,302 miles","Black exterior, Unknown interior","No accidents reported, 1 Owner","$32,998"
Ford Explorer,2016,"54,407 miles","Gray exterior, Gray interior","1 accident reported, 2 Owners","$23,896"
Ford Explorer,2016,"91,885 miles","Black exterior, Black interior","No accidents reported, 3 Owners","$15,995"
Ford Explorer,2021,"47,507 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$29,998"
Ford Explorer,2016,"54,407 miles","Gray exterior, Gray interior","1 accident reported, 2 Owners","$23,896"
Ford Explorer,2020,"50,975 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$21,120"
Ford Explorer,2018,"54,327 miles","Black exterior, Black interior","1 accident reported, 2 Owners","$20,485"
Ford Explorer,2018,"54,327 miles","Black exterior, Black interior","1 accident reported, 2 Owners","$20,485"
Ford Explorer,2020,"41,568 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$30,998"
Ford Explorer,2002,"158,000 miles","Black exterior, Unknown interior","No accidents reported, 3 Owners","$4,400"
Ford Explorer,2020,"50,559 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$24,988"
Ford Explorer,2020,"28,941 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$28,998"
Ford Explorer,2021,"30,871 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$31,998"
Ford Explorer,2020,"44,280 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$25,606"
Ford Explorer,2018,"54,567 miles","Black exterior, Black interior","2 accidents reported, 3 Owners","$19,900"
Ford Explorer,2002,"158,000 miles","Black exterior, Unknown interior","No accidents reported, 3 Owners","$4,400"
Ford Explorer,2021,"29,187 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$39,988"
Ford Explorer,2020,"44,280 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$25,606"
Ford Explorer,2018,"54,567 miles","Black exterior, Black interior","2 accidents reported, 3 Owners","$19,900"
Ford Explorer,2020,"34,328 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$30,998"
Ford Explorer Sport Trac,2009,"180,254 miles","Black exterior, Black interior","No accidents reported, 7 Owners","$7,995"
Ford F-150,2023,131 miles,"Gray exterior, Black interior","No accidents reported, 1 Owner","$60,800"
Ford F-150,2023,131 miles,"Gray exterior, Black interior","No accidents reported, 1 Owner","$60,800"
Ford F-150,2021,"66,206 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$36,475"
Ford F-150,2014,"99,018 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$14,495"
Ford F-150,2021,"66,206 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$36,475"
Ford F-150,2014,"99,018 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$14,495"
Ford F-150,2023,189 miles,"Red exterior, Black interior","No accidents reported, 1 Owner","$44,700"
Ford F-150,2022,"12,958 miles","Blue exterior, Black interior","No accidents reported, 0 Owners","$44,598"
Ford F-150,2010,"269,638 miles","White exterior, Black interior","No accidents reported, 7 Owners","$6,666"
Ford F-150,2019,"112,327 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$19,998"
Ford F-150,2020,"73,920 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$27,998"
Ford F-150,2023,198 miles,"Gray exterior, Black interior","No accidents reported, 1 Owner","$59,988"
Ford F-150,2022,"7,383 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$41,563"
Ford F-150,2019,"112,327 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$19,998"
Ford F-150,2021,"62,048 miles","Silver exterior, Black interior","1 accident reported, 1 Owner","$40,678"
Ford F-150,2020,"73,920 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$27,998"
Ford F-150,2021,"44,974 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$35,998"
Ford F-150,2019,"44,978 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$30,795"
Ford F-150,2020,"63,997 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$31,996"
Ford F-150,2019,"44,978 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$30,795"
Ford F-150,2021,"37,193 miles","Black exterior, Gray interior","1 accident reported, 2 Owners","$34,998"
Ford F-150,2021,"49,171 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$29,998"
Ford F-150,2018,"75,393 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$33,800"
Ford F-150,2020,"111,937 miles","White exterior, Blue interior","No accidents reported, 1 Owner","$16,975"
Ford F-150,2020,"36,590 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$33,998"
Ford F-150,2021,"37,193 miles","Black exterior, Gray interior","1 accident reported, 2 Owners","$34,998"
Ford F-150,2020,"64,447 miles","Black exterior, Gray interior","1 accident reported, 2 Owners","$31,998"
Ford F-150,2020,"47,109 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$31,998"
Ford F-150,2023,"2,816 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$80,000"
Ford F-150,2019,"91,274 miles","White exterior, Brown interior","No accidents reported, 1 Owner","$29,980"
Ford F-150,2018,"157,394 miles","Gray exterior, Gray interior","No accidents reported, 3 Owners","$17,995"
Ford F-150,2010,"95,812 miles","White exterior, Unknown interior","No accidents reported, 2 Owners","$13,345"
Ford F-150,2017,"58,726 miles","Blue exterior, Gray interior","No accidents reported, 1 Owner","$25,995"
Ford F-150,2020,"47,519 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$30,930"
Ford F-150,2021,"43,209 miles","White exterior, Gray interior","No accidents reported, 2 Owners","$35,998"
Ford F-150,2018,"42,044 miles","Gray exterior, Gray interior","No accidents reported, 2 Owners","$30,998"
Ford F-150,2020,"50,197 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$33,998"
Ford F-150,2019,"48,190 miles","White exterior, Brown interior","No accidents reported, 1 Owner","$43,998"
Ford F-150,2019,"70,897 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$29,998"
Ford F-150,2021,"59,756 miles","White exterior, Gray interior","No accidents reported, 2 Owners","$36,998"
Ford F-150,2021,"53,667 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$35,998"
Ford F-150,2010,"95,812 miles","White exterior, Unknown interior","No accidents reported, 2 Owners","$13,345"
Ford F-150,2017,"58,726 miles","Blue exterior, Gray interior","No accidents reported, 1 Owner","$25,995"
Ford F-150,2020,"47,519 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$30,930"
Ford F-150,2021,"42,080 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$37,998"
Ford F-150,2023,"5,350 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$37,999"
Ford F-150,2019,"104,905 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$15,999"
Ford F-150,2020,"38,400 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$35,998"
Ford F-150,2019,"156,241 miles","White exterior, Black interior","No accidents reported, 2 Owners","$21,900"
Ford F-150,2019,"104,905 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$15,999"
Ford F-150,2020,"53,981 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$39,998"
Ford F-150,2020,"39,696 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$58,975"
Ford F-150,2020,"108,847 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$22,900"
Ford F-150,2014,"92,666 miles","Black exterior, Gray interior","No accidents reported, 2 Owners","$18,995"
Ford F-150,2019,"65,277 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$50,999"
Ford F-150,2019,"102,015 miles","White exterior, Black interior","No accidents reported, 1 Owner","$22,489"
Ford F-150,2019,"104,679 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$20,998"
Ford F-150,2021,"63,699 miles","White exterior, Black interior","No accidents reported, 1 Owner","$33,900"
Ford F-150,2021,"41,032 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$35,998"
Ford F-150,2022,"10,142 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$37,998"
Ford F-150,2013,"111,450 miles","White exterior, Gray interior","No accidents reported, 2 Owners","$15,995"
Ford F-150,2019,"102,015 miles","White exterior, Black interior","No accidents reported, 1 Owner","$22,489"
Ford F-150,2021,"61,472 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$33,900"
Ford F-150,2020,"40,282 miles","Gray exterior, Black interior","No accidents reported, 3 Owners","$38,998"
Ford F-150,2004,"90,679 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$10,900"
Ford Fiesta,2014,"97,490 miles","Gray exterior, Black interior","1 accident reported, 3 Owners","$10,998"
Ford Fiesta,2016,"68,742 miles","Black exterior, Black interior","No accidents reported, 3 Owners","$7,500"
Ford Fiesta,2015,"85,972 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$6,900"
Ford Fiesta,2014,"119,943 miles","White exterior, Unknown interior","No accidents reported, 3 Owners","$4,495"
Ford Focus,2016,"104,788 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$7,499"
Ford Focus,2016,"104,788 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$7,499"
Ford Focus,2016,"83,009 miles","Gray exterior, Black interior","1 accident reported, 2 Owners","$17,998"
Ford Focus,2014,"105,879 miles","Red exterior, White interior","1 accident reported, 3 Owners","$7,798"
Ford Focus,2014,"74,255 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$8,999"
Ford Focus,2014,"74,255 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$8,999"
Ford Fusion,2018,"67,207 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$16,998"
Ford Fusion,2015,"83,650 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$11,995"
Ford Fusion,2018,"61,962 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$14,788"
Ford Fusion,2015,"83,650 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$11,995"
Ford Fusion,2019,"20,687 miles","White exterior, Black interior","No accidents reported, 1 Owner","$22,998"
Ford Fusion,2020,"43,662 miles","Silver exterior, Unknown interior","1 accident reported, 1 Owner","$19,888"
Ford Fusion,2018,"86,182 miles","White exterior, Black interior","1 accident reported, 2 Owners","$13,995"
Ford Fusion,2020,"42,121 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$16,308"
Ford Fusion,2018,"62,354 miles","White exterior, Unknown interior","1 accident reported, 2 Owners","$10,800"
Ford Fusion,2020,"41,553 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$19,995"
Ford Fusion,2020,"41,553 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$19,995"
Ford Fusion,2012,"98,474 miles","Blue exterior, Gray interior","No accidents reported, 1 Owner","$7,995"
Ford Fusion,2014,"133,890 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$7,495"
Ford Fusion,2020,"12,733 miles","White exterior, Black interior","No accidents reported, 1 Owner","$20,995"
Ford Fusion,2014,"133,890 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$7,495"
Ford Fusion,2019,"20,687 miles","White exterior, Black interior","No accidents reported, 1 Owner","$22,998"
Ford Fusion,2020,"68,861 miles","Unknown exterior, Unknown interior","No accidents reported, 1 Owner","$18,991"
Ford Fusion,2016,"95,995 miles","Gray exterior, Gray interior","1 accident reported, 3 Owners","$10,495"
Ford Fusion,2018,"68,502 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$18,998"
Ford Fusion,2020,"68,861 miles","Unknown exterior, Unknown interior","No accidents reported, 1 Owner","$18,991"
Ford Fusion,2019,"92,186 miles","White exterior, Black interior","No accidents reported, 2 Owners","$13,290"
Ford Fusion,2019,"46,770 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$18,988"
Ford Fusion,2019,"92,186 miles","White exterior, Black interior","No accidents reported, 2 Owners","$13,290"
Ford Fusion,2018,"63,730 miles","White exterior, Black interior","No accidents reported, 3 Owners","$16,998"
Ford Fusion,2017,"114,722 miles","White exterior, Black interior","No accidents reported, 4 Owners","$11,995"
Ford Fusion,2017,"96,774 miles","Silver exterior, Unknown interior","No accidents reported, 3 Owners","$17,998"
Ford Mustang,2015,"107,676 miles","Orange exterior, Black interior","No accidents reported, 2 Owners","$14,300"
Ford Mustang,2014,"84,324 miles","Silver exterior, Black interior","1 accident reported, 2 Owners","$18,481"
Ford Mustang,2015,"107,676 miles","Orange exterior, Black interior","No accidents reported, 2 Owners","$14,300"
Ford Mustang,2015,"107,676 miles","Orange exterior, Black interior","No accidents reported, 2 Owners","$14,300"
Ford Mustang,2021,"22,166 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$26,998"
Ford Mustang,2016,"96,178 miles","White exterior, Black interior","3 accidents reported, 4 Owners","$23,495"
