name,year,miles,color,condition,price
Jeep Gladiator,2021,"26,719 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$34,998"
Jeep Gladiator,2020,"28,769 miles","White exterior, Black interior","No accidents reported, 2 Owners","$39,998"
Jeep Gladiator,2022,"3,900 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$42,998"
Jeep Grand Cherokee,2017,"64,337 miles","White exterior, Black interior","No accidents reported, 2 Owners","$19,598"
Jeep Grand Cherokee,2015,"29,063 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$23,998"
Jeep Grand Cherokee,2018,"67,086 miles","White exterior, Black interior","No accidents reported, 2 Owners","$24,998"
Jeep Grand Cherokee,2015,"29,063 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$23,998"
Jeep Grand Cherokee,2018,"48,895 miles","Gray exterior, Black interior","2 accidents reported, 1 Owner","$22,995"
Jeep Grand Cherokee,2015,"82,310 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$19,998"
Jeep Grand Cherokee,2020,"43,868 miles","White exterior, Black interior","No accidents reported, 1 Owner","$25,000"
Jeep Grand Cherokee,2018,"63,600 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$25,998"
Jeep Grand Cherokee,2015,"94,863 miles","White exterior, Black interior","No accidents reported, 2 Owners","$20,998"
Jeep Grand Cherokee,2019,"23,240 miles","White exterior, Black interior","No accidents reported, 1 Owner","$25,998"
Jeep Grand Cherokee,2020,"42,885 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$27,994"
Jeep Grand Cherokee,2019,"93,938 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$22,998"
Jeep Grand Cherokee,2020,"42,885 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$27,994"
Jeep Grand Cherokee,2015,"112,461 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$13,995"
Jeep Grand Cherokee,2014,"63,200 miles","Blue exterior, Black interior","No accidents reported, 3 Owners","$18,998"
Jeep Grand Cherokee,2017,"110,677 miles","Black exterior, Black interior","1 accident reported, 2 Owners","$15,995"
Jeep Grand Cherokee,2020,"64,488 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$24,497"
Jeep Grand Cherokee,2020,"51,609 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$20,991"
Jeep Grand Cherokee,2017,"110,677 miles","Black exterior, Black interior","1 accident reported, 2 Owners","$15,995"
Jeep Grand Cherokee,2020,"64,488 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$24,497"
Jeep Grand Cherokee,2018,"63,600 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$25,998"
Jeep Grand Cherokee WK,2021,"61,058 miles","White exterior, Black interior","1 accident reported, 1 Owner","$24,998"
Jeep Grand Cherokee WK,2021,"64,314 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$24,744"
Jeep Grand Cherokee WK,2021,"60,994 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$25,995"
Jeep Grand Cherokee WK,2021,"35,788 miles","White exterior, Black interior","No accidents reported, 1 Owner","$27,995"
Jeep Patriot,2015,"147,993 miles","White exterior, Gray interior","No accidents reported, 3 Owners","$6,889"
Jeep Wrangler,2018,"44,099 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$30,998"
Jeep Wrangler,2019,"58,038 miles","White exterior, Black interior","No accidents reported, 3 Owners","$27,998"
Jeep Wrangler,2016,"82,472 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$23,998"
Jeep Wrangler,2021,"19,914 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$35,998"
Jeep Wrangler,2019,"58,038 miles","White exterior, Black interior","No accidents reported, 3 Owners","$27,998"
Jeep Wrangler,2018,"50,216 miles","White exterior, Black interior","1 accident reported, 3 Owners","$24,000"
Jeep Wrangler,2016,"82,472 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$23,998"
Jeep Wrangler,2018,"50,216 miles","White exterior, Black interior","1 accident reported, 3 Owners","$24,000"
Jeep Wrangler,2020,"41,453 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$29,499"
Jeep Wrangler,2020,"41,074 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$29,499"
Jeep Wrangler,2021,"69,341 miles","White exterior, Black interior","No accidents reported, 1 Owner","$27,000"
Jeep Wrangler,2019,"67,771 miles","White exterior, Black interior","No accidents reported, 2 Owners","$25,988"
Jeep Wrangler,2018,"27,646 miles","Red exterior, Black interior","1 accident reported, 2 Owners","$26,260"
Jeep Wrangler,2022,"16,700 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$38,444"
Jeep Wrangler,2022,"17,313 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$39,566"
Jeep Wrangler,2012,"42,222 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$21,677"
Jeep Wrangler,2014,"76,436 miles","White exterior, Black interior","2 accidents reported, 1 Owner","$21,499"
Jeep Wrangler,2018,"50,118 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$24,515"
Jeep Wrangler,2014,"76,436 miles","White exterior, Black interior","2 accidents reported, 1 Owner","$21,499"
Jeep Wrangler,2018,"33,724 miles","White exterior, Black interior","No accidents reported, 3 Owners","$31,998"
Jeep Wrangler,2015,"105,409 miles","White exterior, Black interior","No accidents reported, 3 Owners","$18,999"
Jeep Wrangler,2019,"47,368 miles","Black exterior, Black interior","No accidents reported, 3 Owners","$34,998"
Jeep Wrangler,2013,"117,038 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$20,495"
Jeep Wrangler,2018,"52,098 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$24,910"
Jeep Wrangler,2018,"56,425 miles","White exterior, Black interior","No accidents reported, 1 Owner","$21,920"
Jeep Wrangler,2022,"23,799 miles","White exterior, Brown interior","No accidents reported, 1 Owner","$42,998"
Jeep Wrangler,2022,"18,815 miles","White exterior, Black interior","No accidents reported, 1 Owner","$45,271"
Jeep Wrangler,2016,"90,149 miles","Blue exterior, Black interior","No accidents reported, 4 Owners","$19,999"
Jeep Wrangler,2019,"30,170 miles","White exterior, Black interior","No accidents reported, 1 Owner","$29,998"
Jeep Wrangler,2018,"51,323 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$29,998"
Jeep Wrangler,2018,"67,262 miles","White exterior, Black interior","1 accident reported, 3 Owners","$24,998"
Jeep Wrangler,2020,"21,005 miles","White exterior, Black interior","No accidents reported, 2 Owners","$33,496"
Jeep Wrangler,2020,"38,746 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$32,998"
Jeep Wrangler,2017,"111,065 miles","White exterior, Black interior","1 accident reported, 2 Owners","$21,997"
Jeep Wrangler,2018,"104,556 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$28,998"
Jeep Wrangler,2019,"82,313 miles","White exterior, Black interior","2 accidents reported, 1 Owner","$26,998"
Jeep Wrangler,2014,"104,000 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$19,988"
Jeep Wrangler,2021,"32,110 miles","White exterior, Black interior","No accidents reported, 1 Owner","$32,998"
Jeep Wrangler,2018,"28,546 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$34,998"
Jeep Wrangler,2020,"28,983 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$37,998"
Jeep Wrangler,2012,"94,871 miles","White exterior, Black interior","No accidents reported, 2 Owners","$16,980"
Jeep Wrangler,2021,"25,948 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$41,152"
Jeep Wrangler,2019,"57,421 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$33,998"
Jeep Wrangler,2018,"20,700 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$31,998"
Jeep Wrangler,2018,"57,849 miles","White exterior, Black interior","1 accident reported, 1 Owner","$31,998"
Jeep Wrangler,2021,"25,948 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$41,152"
Jeep Wrangler,2021,"49,638 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$28,998"
Jeep Wrangler,2020,"36,667 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$31,998"
Karma Revero GT,2020,"7,685 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$63,728"
Karma Revero GT,2020,"7,685 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$63,728"
Kia Forte,2022,"41,406 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$15,988"
Kia Forte,2022,"41,406 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$15,988"
Kia Forte,2021,"37,385 miles","White exterior, Black interior","No accidents reported, 1 Owner","$14,999"
Kia Forte,2022,"38,804 miles","White exterior, Black interior","No accidents reported, 1 Owner","$15,199"
Kia Forte,2022,"39,844 miles","White exterior, Black interior","No accidents reported, 1 Owner","$15,199"
Kia Forte,2021,"17,253 miles","White exterior, Black interior","No accidents reported, 1 Owner","$17,631"
Kia Forte,2023,"1,292 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$23,998"
Kia Forte,2017,"53,043 miles","White exterior, Black interior","1 accident reported, 2 Owners","$12,991"
Kia Forte,2021,"26,203 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$16,995"
Kia Forte,2020,"96,157 miles","Gray exterior, Black interior","No accidents reported, 3 Owners","$10,995"
Kia Forte,2021,"15,084 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$17,995"
Kia Forte,2023,"12,459 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$19,991"
Kia Forte,2021,"26,203 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$16,995"
Kia Forte,2017,"52,456 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$12,495"
Kia Forte,2021,"27,187 miles","White exterior, Black interior","No accidents reported, 1 Owner","$19,995"
Kia Forte,2020,"60,231 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$13,900"
Kia Forte,2021,"22,450 miles","White exterior, Black interior","2 accidents reported, 1 Owner","$17,998"
Kia Forte,2022,"31,031 miles","White exterior, Black interior","No accidents reported, 1 Owner","$18,500"
Kia Forte,2021,"26,840 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$17,449"
Kia Forte,2022,"31,031 miles","White exterior, Black interior","No accidents reported, 1 Owner","$18,500"
Kia Forte,2019,"53,113 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$15,695"
Kia Forte,2021,"9,443 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$17,995"
Kia Forte,2015,"67,246 miles","Gray exterior, Gray interior","1 accident reported, 1 Owner","$9,990"
Kia Forte,2022,"29,105 miles","Gray exterior, Black interior","1 accident reported, 1 Owner","$16,999"
Kia Forte,2021,"52,646 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$16,991"
Kia Forte,2020,"45,583 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$17,988"
Kia Forte,2021,"21,598 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$17,998"
Kia Forte,2021,"39,379 miles","White exterior, Black interior","No accidents reported, 1 Owner","$17,998"
Kia Forte,2020,"45,583 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$17,988"
Kia Forte,2021,"21,598 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$17,998"
Kia Forte,2022,"14,277 miles","White exterior, Black interior","No accidents reported, 1 Owner","$18,641"
Kia Forte,2021,"34,855 miles","White exterior, Black interior","2 accidents reported, 1 Owner","$17,655"
Kia Forte,2022,"7,965 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$21,992"
Kia Forte,2021,"31,460 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$17,804"
Kia Forte,2020,"34,901 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$16,995"
Kia Forte,2023,"10,189 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$21,991"
Kia Forte,2021,"31,720 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$17,995"
Kia Forte,2021,"22,073 miles","Gray exterior, Black interior","1 accident reported, 1 Owner","$17,856"
Kia Forte,2023,"21,993 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$18,980"
Kia Forte,2021,"19,080 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$18,587"
Kia Forte,2022,"11,164 miles","Gray exterior, Black interior","1 accident reported, 2 Owners","$17,345"
Kia Forte,2023,"10,189 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$21,991"
Kia Forte,2021,"21,043 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$17,941"
Kia Forte,2021,"34,669 miles","White exterior, Black interior","No accidents reported, 1 Owner","$19,361"
Kia K5,2022,"33,632 miles","White exterior, Black interior","No accidents reported, 1 Owner","$19,988"
Kia K5,2022,"40,143 miles","White exterior, Black interior","No accidents reported, 1 Owner","$17,500"
Kia K5,2021,"11,972 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$23,766"
Kia K5,2022,"49,207 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$18,998"
Kia K5,2022,"41,939 miles","White exterior, Black interior","No accidents reported, 1 Owner","$22,500"
Kia K5,2021,"56,108 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$17,988"
Kia K5,2022,"40,330 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$18,000"
Kia K5,2021,"37,982 miles","White exterior, Black interior","No accidents reported, 1 Owner","$22,000"
Kia K5,2021,"33,705 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$22,300"
Kia K5,2022,"41,939 miles","White exterior, Black interior","No accidents reported, 1 Owner","$22,500"
Kia K5,2022,"35,452 miles","White exterior, Black interior","No accidents reported, 1 Owner","$23,000"
Kia K5,2022,"18,696 miles","White exterior, Black interior","No accidents reported, 1 Owner","$26,991"
Kia K5,2021,"38,512 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$25,998"
Kia K5,2022,"35,452 miles","White exterior, Black interior","No accidents reported, 1 Owner","$23,000"
Kia K5,2021,"34,764 miles","White exterior, Black interior","No accidents reported, 1 Owner","$22,998"
Kia K5,2022,"58,892 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$19,599"
Kia K5,2021,"37,366 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$18,995"
Kia K5,2021,"10,999 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$25,656"
Kia K5,2022,"27,065 miles","White exterior, Black interior","No accidents reported, 1 Owner","$19,889"
Kia Optima,2015,"86,935 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$15,998"
Kia Optima,2015,"86,935 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$15,998"
Kia Optima,2016,"75,067 miles","Gray exterior, Gray interior","2 accidents reported, 2 Owners","$15,998"
Kia Optima,2020,"41,053 miles","White exterior, Black interior","No accidents reported, 2 Owners","$22,998"
Kia Optima,2019,"55,465 miles","Silver exterior, Black interior","2 accidents reported, 4 Owners","$17,998"
Kia Optima,2019,"20,602 miles","White exterior, Black interior","No accidents reported, 1 Owner","$19,999"
Kia Optima,2013,"106,382 miles","White exterior, Beige interior","2 accidents reported, 2 Owners","$8,995"
Kia Optima,2018,"59,244 miles","White exterior, Beige interior","1 accident reported, 2 Owners","$12,900"
Kia Optima,2013,"112,562 miles","Black exterior, Beige interior","No accidents reported, 3 Owners","$8,495"
Kia Optima,2015,"146,100 miles","Black exterior, Beige interior","No accidents reported, 3 Owners","$7,500"
Kia Optima,2018,"137,615 miles","Black exterior, Black interior","1 accident reported, 2 Owners","$8,499"
Kia Optima,2020,"71,000 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$16,900"
Kia Optima,2020,"55,640 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$14,988"
Kia Optima,2014,"78,962 miles","Black exterior, Black interior","1 accident reported, 2 Owners","$12,495"
Kia Optima,2020,"63,028 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$12,471"
Kia Optima,2014,"123,058 miles","Black exterior, Gray interior","3 accidents reported, 3 Owners","$6,995"
Kia Optima,2020,"103,766 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$9,950"
Kia Optima,2020,"22,560 miles","White exterior, Black interior","No accidents reported, 2 Owners","$18,998"
Kia Optima,2016,"103,378 miles","Purple exterior, Beige interior","No accidents reported, 4 Owners","$8,400"
Kia Optima,2019,"55,465 miles","Silver exterior, Black interior","2 accidents reported, 4 Owners","$17,998"
Kia Optima,2013,"69,036 miles","Silver exterior, Beige interior","1 accident reported, 1 Owner","$12,995"
Kia Optima,2020,"40,236 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$17,288"
Kia Optima,2020,"85,298 miles","White exterior, Black interior","No accidents reported, 2 Owners","$15,998"
Kia Rio,2020,"31,644 miles","Black exterior, Black interior","2 accidents reported, 1 Owner","$14,777"
Kia Sedona,2016,"122,368 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$13,998"
Kia Seltos,2021,"34,451 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$18,376"
Kia Seltos,2021,"43,244 miles","White exterior, Black interior","No accidents reported, 1 Owner","$20,100"
Kia Seltos,2021,"4,340 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$21,498"
Kia Seltos,2021,"35,836 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$21,392"
Kia Seltos,2021,"23,936 miles","White exterior, Black interior","No accidents reported, 2 Owners","$22,000"
Kia Sorento,2012,"122,903 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$7,498"
Kia Sorento,2012,"122,903 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$7,498"
Kia Soul,2022,"43,839 miles","White exterior, Black interior","No accidents reported, 1 Owner","$14,999"
Kia Soul,2022,"33,047 miles","White exterior, Black interior","No accidents reported, 1 Owner","$16,988"
Kia Soul,2022,"33,047 miles","White exterior, Black interior","No accidents reported, 1 Owner","$16,988"
Kia Soul,2015,"74,267 miles","Gray exterior, Black interior","2 accidents reported, 3 Owners","$8,476"
Kia Soul,2018,"52,817 miles","Gray exterior, Black interior","No accidents reported, 3 Owners","$11,995"
Kia Soul,2021,"94,094 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$13,495"
Kia Soul,2015,"74,267 miles","Gray exterior, Black interior","2 accidents reported, 3 Owners","$8,476"
Kia Soul,2021,"62,355 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$14,955"
Kia Soul,2021,"94,094 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$13,495"
Kia Soul,2020,"66,114 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$13,900"
Kia Soul,2014,"86,698 miles","Brown exterior, Black interior","No accidents reported, 1 Owner","$12,599"
Kia Soul,2020,"64,638 miles","White exterior, Black interior","No accidents reported, 2 Owners","$20,998"
Kia Sportage,2021,"19,216 miles","White exterior, Black interior","No accidents reported, 1 Owner","$20,995"
Kia Sportage,2021,"26,871 miles","Red exterior, Gray interior","No accidents reported, 1 Owner","$17,800"
Kia Sportage,2021,"20,863 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$18,441"
Kia Sportage,2021,"20,863 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$18,441"
Kia Sportage,2021,"46,285 miles","White exterior, Black interior","1 accident reported, 1 Owner","$20,000"
Kia Sportage,2020,"23,475 miles","Red exterior, Black interior","1 accident reported, 1 Owner","$16,995"
Kia Sportage,2021,"58,004 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$15,997"
Kia Sportage,2020,"17,869 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$17,444"
Kia Telluride,2020,"120,980 miles","Gray exterior, Black interior","1 accident reported, 1 Owner","$23,998"
Land Rover Defender,2020,"32,049 miles","Green exterior, Green interior","No accidents reported, 1 Owner","$59,998"
Land Rover Defender,2021,"29,490 miles","Silver exterior, Brown interior","No accidents reported, 1 Owner","$71,222"
Land Rover Defender,2021,"29,490 miles","Silver exterior, Brown interior","No accidents reported, 1 Owner","$71,222"
Land Rover Defender,2022,"46,567 miles","White exterior, Black interior","No accidents reported, 1 Owner","$62,887"
Land Rover Defender,2023,"7,815 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$74,222"
Land Rover Defender,2023,"7,815 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$74,222"
Land Rover Discovery,2017,"55,590 miles","Gray exterior, Black interior","1 accident reported, 2 Owners","$21,995"
Land Rover Discovery,2020,"62,802 miles","Black exterior, Unknown interior","No accidents reported, 1 Owner","$24,000"
Land Rover Discovery,2020,"62,802 miles","Black exterior, Unknown interior","No accidents reported, 1 Owner","$24,000"
Land Rover Discovery Sport,2016,"86,246 miles","Black exterior, Black interior","No accidents reported, 4 Owners","$12,995"
Land Rover Discovery Sport,2023,"10,607 miles","White exterior, Black interior","No accidents reported, 1 Owner","$37,777"
Land Rover Discovery Sport,2016,"117,120 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$15,995"
Land Rover Discovery Sport,2016,"117,120 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$15,995"
Land Rover Discovery Sport,2017,"102,168 miles","Black exterior, Black interior","No accidents reported, 4 Owners","$13,999"
Land Rover Discovery Sport,2017,"102,168 miles","Black exterior, Black interior","No accidents reported, 4 Owners","$13,999"
Land Rover LR4,2012,"95,372 miles","Black exterior, Black interior","No accidents reported, 4 Owners","$15,995"
Land Rover Range Rover,2018,"35,993 miles","White exterior, Black interior","No accidents reported, 2 Owners","$47,999"
Land Rover Range Rover,2014,"74,950 miles","White exterior, Beige interior","1 accident reported, 1 Owner","$29,995"
Land Rover Range Rover,2011,"109,040 miles","Gray exterior, Black interior","No accidents reported, 3 Owners","$13,995"
Land Rover Range Rover,2011,"109,040 miles","Gray exterior, Black interior","No accidents reported, 3 Owners","$13,995"
Land Rover Range Rover,2017,"51,250 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$40,000"
Land Rover Range Rover,2007,"108,459 miles","White exterior, White interior","No accidents reported, 4 Owners","$9,995"
Land Rover Range Rover,2014,"61,910 miles","White exterior, Black interior","No accidents reported, 3 Owners","$26,999"
Land Rover Range Rover,2018,"45,880 miles","Black exterior, Gray interior","No accidents reported, 2 Owners","$46,999"
Land Rover Range Rover,2018,"45,880 miles","Black exterior, Gray interior","No accidents reported, 2 Owners","$46,999"
Land Rover Range Rover,2015,"89,338 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$24,900"
Land Rover Range Rover,2017,"50,240 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$69,991"
Land Rover Range Rover,2009,"116,233 miles","Unknown exterior, Unknown interior","1 accident reported, 5 Owners","$10,995"
Land Rover Range Rover,2009,"116,233 miles","Unknown exterior, Unknown interior","1 accident reported, 5 Owners","$10,995"
Land Rover Range Rover Evoque,2020,"29,921 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$30,989"
Land Rover Range Rover Evoque,2014,"81,607 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$14,995"
Land Rover Range Rover Evoque,2012,"95,743 miles","White exterior, White interior","No accidents reported, 2 Owners","$13,995"
Land Rover Range Rover Evoque,2019,"45,704 miles","White exterior, Black interior","1 accident reported, 3 Owners","$24,499"
Land Rover Range Rover Evoque,2020,"11,081 miles","White exterior, Black interior","No accidents reported, 2 Owners","$35,998"
Land Rover Range Rover Evoque,2023,"8,503 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$40,777"
Land Rover Range Rover Evoque,2020,"63,634 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$24,888"
Land Rover Range Rover Sport,2016,"74,525 miles","Black exterior, Beige interior","1 accident reported, 2 Owners","$20,994"
Land Rover Range Rover Sport,2013,"124,544 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$11,995"
Land Rover Range Rover Sport,2021,"53,743 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$47,995"
Land Rover Range Rover Sport,2014,"109,322 miles","White exterior, Unknown interior","No accidents reported, 4 Owners","$18,995"
Land Rover Range Rover Sport,2015,"25,995 miles","Unknown exterior, Unknown interior","No accidents reported, 5 Owners","$25,995"
Land Rover Range Rover Sport,2016,"64,238 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$25,888"
Land Rover Range Rover Sport,2009,"112,045 miles","Black exterior, Black interior","5 accidents reported, 5 Owners","$9,995"
Land Rover Range Rover Sport,2009,"112,045 miles","Black exterior, Black interior","5 accidents reported, 5 Owners","$9,995"
Land Rover Range Rover Sport,2014,"74,390 miles","Silver exterior, Black interior","2 accidents reported, 3 Owners","$25,995"
Land Rover Range Rover Sport,2014,"94,800 miles","Black exterior, Unknown interior","2 accidents reported, 2 Owners","$21,995"
Land Rover Range Rover Sport,2014,"74,390 miles","Silver exterior, Black interior","2 accidents reported, 3 Owners","$25,995"
Land Rover Range Rover Sport,2020,"48,726 miles","Black exterior, Unknown interior","No accidents reported, 2 Owners","$44,603"
Land Rover Range Rover Sport,2017,"82,088 miles","Black exterior, Unknown interior","1 accident reported, 2 Owners","$26,995"
Land Rover Range Rover Sport,2014,"94,800 miles","Black exterior, Unknown interior","2 accidents reported, 2 Owners","$21,995"
Land Rover Range Rover Sport,2014,"84,884 miles","White exterior, White interior","No accidents reported, 1 Owner","$22,995"
Land Rover Range Rover Sport,2009,"97,702 miles","Purple exterior, Unknown interior","No accidents reported, 0 Owners","$9,995"
Land Rover Range Rover Sport,2013,"88,547 miles","White exterior, Black interior","No accidents reported, 2 Owners","$15,995"
Land Rover Range Rover Sport,2020,"58,917 miles","White exterior, Unknown interior","No accidents reported, 1 Owner","$38,775"
Land Rover Range Rover Sport,2020,"58,917 miles","White exterior, Unknown interior","No accidents reported, 1 Owner","$38,775"
Land Rover Range Rover Sport,2020,"27,983 miles","White exterior, Black interior","No accidents reported, 2 Owners","$50,888"
Land Rover Range Rover Velar,2019,"26,989 miles","White exterior, Unknown interior","No accidents reported, 1 Owner","$44,395"
Land Rover Range Rover Velar,2019,"26,989 miles","White exterior, Unknown interior","No accidents reported, 1 Owner","$44,395"
Land Rover Range Rover Velar,2018,"33,452 miles","White exterior, Black interior","1 accident reported, 2 Owners","$35,998"
Land Rover Range Rover Velar,2018,"67,236 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$26,995"
Land Rover Range Rover Velar,2020,"49,726 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$33,851"
Land Rover Range Rover Velar,2018,"67,236 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$26,995"
Lexus CT,2015,"39,273 miles","White exterior, Black interior","1 accident reported, 2 Owners","$22,998"
Lexus ES,2017,"138,015 miles","Unknown exterior, Unknown interior","1 accident reported, 2 Owners","$13,999"
Lexus ES,2019,"18,131 miles","Black exterior, Black interior","2 accidents reported, 1 Owner","$30,369"
Lexus ES,2021,"12,283 miles","Green exterior, Black interior","No accidents reported, 1 Owner","$34,000"
Lexus ES,2022,"14,130 miles","White exterior, Black interior","No accidents reported, 1 Owner","$35,821"
Lexus ES,2021,"21,289 miles","White exterior, Unknown interior","No accidents reported, 1 Owner","$37,998"
Lexus ES,2020,"20,520 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$30,900"
Lexus GX,2022,"18,377 miles","Blue exterior, Gray interior","No accidents reported, 1 Owner","$47,996"
Lexus IS,2014,"101,232 miles","White exterior, Beige interior","2 accidents reported, 3 Owners","$16,795"
Lexus IS,2017,"51,201 miles","Gray exterior, Black interior","No accidents reported, 4 Owners","$25,998"
Lexus IS,2010,"122,850 miles","Gray exterior, Beige interior","No accidents reported, 3 Owners","$12,991"
Lexus IS,2010,"122,850 miles","Gray exterior, Beige interior","No accidents reported, 3 Owners","$12,991"
